shipment_id,shipper_id,shipper_name,shipper_address,shipper_city,shipper_state,shipper_zip,shipper_latitude,shipper_longitude,waste_description,waste_epa_codes,weight,manifest_file
1280,NCD982170292,"ENVIROCHEM, INC.",1005 INVESTMENT BOULEVARD,APEX,NC,27502,35.725243,-78.838466,No description available,D009,3492.72,group1/waste-manifests-page1280.pdf
1281,OHD083377010,ENVIRONMENTAL ENTERPRISES INC,4650 SPRING GROVE AVENUE,CINCINNATI,OH,45232,39.16472,-84.517884,MERCURY ARTICLES,D009,24857.28,group1/waste-manifests-page1281.pdf
1282,OHD083377010,ENVIRONMENTAL ENTERPRISES INC,4650 SPRING GROVE AVENUE,CINCINNATI,OH,45232,39.16472,-84.517884,MERCURY AND SOIL,D009,199.584,group1/waste-manifests-page1282.pdf
1283,OHD083377010,ENVIRONMENTAL ENTERPRISES INC,4650 SPRING GROVE AVENUE,CINCINNATI,OH,45232,39.16472,-84.517884,LAB WASTE WITH POLYVINYL ALCOHOL AND MERCURY,D009,49.896,group1/waste-manifests-page1283.pdf
1284,OHD083377010,ENVIRONMENTAL ENTERPRISES INC,4650 SPRING GROVE AVENUE,CINCINNATI,OH,45232,39.16472,-84.517884,CRUSHED FLOURESCENT LIGHT BULBS,D009,550.2168,group1/waste-manifests-page1284.pdf
1285,PAD067098822,CYCLE CHEM OF LEWISBERRY INC,550 INDUSTRIAL DRIVE,LEWISBERRY,PA,17339,40.167765,-76.8389,MERCURY DEBRIS,D009,15036.84,group1/waste-manifests-page1285.pdf
1286,PAD085690592,REPUBLIC ENVIRONMENTAL SYSTEMS,2869 SANDSTONE DRIVE,HATFIELD,PA,19440,40.291275,-75.284436,"WASTE TOXIC LIQUIDS, ORGANIC",D009,158.76,group1/waste-manifests-page1286.pdf
1287,PAD085690592,REPUBLIC ENVIRONMENTAL SYSTEMS,2869 SANDSTONE DRIVE,HATFIELD,PA,19440,40.291275,-75.284436,HAZARDOUS WASTE SOLID,D009,2993.76,group1/waste-manifests-page1287.pdf
1288,PAD085690592,REPUBLIC ENVIRONMENTAL SYSTEMS,2869 SANDSTONE DRIVE,HATFIELD,PA,19440,40.291275,-75.284436,"WASTE ENVIRONMENTALLY HAZARDOUS SUBSTANCES, SOLID",D009,1809.4104,group1/waste-manifests-page1288.pdf
1289,PAD987367216,"AERC.COM, INC.",2591 MITCHELL AVENUE,ALLENTOWN,PA,18103,40.567348,-75.478561,PLANT SCRAPS CONTAMINATED WITH MERCURY,D009,4292.8704,group1/waste-manifests-page1289.pdf
1290,NJD002200046,"CYCLE CHEMICAL, INC.",217 SOUTH 1ST STREET,ELIZABETH,NJ,7206,40.644691,-74.19403,MERCURY SALTS,D009,1,group1/waste-manifests-page1290.pdf
1291,NYD049178296,RADIAC RESEARCH CORP.,33 S 1ST STREET,BROOKLYN,NY,11211,40.71528,-73.965564,MERCURY,D009,1310.904,group1/waste-manifests-page1291.pdf
1292,NYD082785429,CHEMICAL POLLUTION CONTROL INC,120 SOUTH FOURTH STREET,BAY SHORE,NY,11706,40.762624,-73.291385,HAZARDOUS WASTE SOLID,D009,725.76,group1/waste-manifests-page1292.pdf
1293,NJD980536593,ONYX ENVIRONMENTAL SERVICES,1 EDEN LANE,FLANDERS,NJ,7836,40.879004,-74.697639,MERCURY DEBRIS,D009,0.4536,group1/waste-manifests-page1293.pdf
1294,NJD980536593,ONYX ENVIRONMENTAL SERVICES,1 EDEN LANE,FLANDERS,NJ,7836,40.879004,-74.697639,MERCURY LIQUID,D009,390.096,group1/waste-manifests-page1294.pdf
1295,NJD980536593,ONYX ENVIRONMENTAL SERVICES,1 EDEN LANE,FLANDERS,NJ,7836,40.879004,-74.697639,MERCURY LAB PACK,D009,4.536,group1/waste-manifests-page1295.pdf
1296,NYD001313261,"VICTORIA PLATING CO., INC.",650 TIFFANY STREET,BRONX,NY,10474,40.812376,-73.890739,MIXED ACID,D001,7983.228,group1/waste-manifests-page1296.pdf
1297,NYD001230341,GENERAL GALVANIZING & SUPPLY CO,652 WHITTIER STREET,BRONX,NY,10474,40.813843,-73.88343,METAL HYDROXIDE SLUDGE,D001,23913.3966,group1/waste-manifests-page1297.pdf
1298,WID003967148,ONYX ENVIRONMENTAL SERVICES,W124 N9451 BOUNDARY ROAD,MENOMONEE FALLS,WI,53051,43.159699,-88.064289,OXIDIZING LIQUIDS,D009; D011,1,group1/waste-manifests-page1298.pdf
1299,WID003967148,ONYX ENVIRONMENTAL SERVICES,W124 N9451 BOUNDARY ROAD,MENOMONEE FALLS,WI,53051,43.159699,-88.064289,OXIDIZING LIQUIDS,D009; D011,1,group1/waste-manifests-page1299.pdf
1300,NYD082785429,CHEMICAL POLLUTION CONTROL INC,120 SOUTH FOURTH STREET,BAY SHORE,NY,11706,40.762624,-73.291385,"ENVIRONMENTALLY HAZARDOUS SUB, SOLID",D009; D018,3129.84,group1/waste-manifests-page1300.pdf
1301,OHD093945293,ONYX ENVIRONMENTAL SERVICES,4301 INFIRMARY ROAD,WEST CARROLLTON,OH,45449,39.683873,-84.27567,NEUTRAL SOLIDS,D009; D019; D022,2721.6,group1/waste-manifests-page1301.pdf
1302,MED000242701,HOLTRACHEM MANUFACTURING,99 INDUSTRIAL WAY,ORRINGTON,ME,4474,44.737898,-68.826217,"MERCURY CONTAMINATED WOOD, PIPING AND DEBRIS",D009; K071; K106,55791.8775,group1/waste-manifests-page1302.pdf
1303,NYD082785429,CHEMICAL POLLUTION CONTROL INC,120 SOUTH FOURTH STREET,BAY SHORE,NY,11706,40.762624,-73.291385,ENVIRONMENTALLY HAZARDOUS SOLID,D009; U151,1632.96,group1/waste-manifests-page1303.pdf
1304,MID060975844,"EQ RESOURCE RECOVERY, INC.",36345 VAN BORN ROAD,ROMULUS,MI,48174,42.266424,-83.396165,LEAN WATERS (X-AC),D010,1,group1/waste-manifests-page1304.pdf
1305,PAD981945157,ONYX ENVIRONMENTAL SERVICES,3100 HEDLEY STREET,PHILADELPHIA,PA,19137,39.988487,-75.070983,NEUTRAL LIQUID,D010,19740.2184,group1/waste-manifests-page1305.pdf
1306,PAD981945157,ONYX ENVIRONMENTAL SERVICES,3100 HEDLEY STREET,PHILADELPHIA,PA,19137,39.988487,-75.070983,NEUTRAL LIQUID,D010,41690.8296,group1/waste-manifests-page1306.pdf
1307,PAD981945157,ONYX ENVIRONMENTAL SERVICES,3100 HEDLEY STREET,PHILADELPHIA,PA,19137,39.988487,-75.070983,NEUTRAL LIQUID,D010,74546.4384,group1/waste-manifests-page1307.pdf
1308,PAD981945157,ONYX ENVIRONMENTAL SERVICES,3100 HEDLEY STREET,PHILADELPHIA,PA,19137,39.988487,-75.070983,NEUTRAL LIQUID,D010,38636.2872,group1/waste-manifests-page1308.pdf
1309,OHD066060609,CHEMTRON CORPORATION,35850 SCHNEIDER COURT,AVON,OH,44011,41.47155,-82.016797,HAZ WASTE LIQ,D010,18218,group1/waste-manifests-page1309.pdf
1310,OHD066060609,CHEMTRON CORPORATION,35850 SCHNEIDER COURT,AVON,OH,44011,41.47155,-82.016797,HAZ WASTE LIQ,D010,18990,group1/waste-manifests-page1310.pdf
1311,OHD066060609,CHEMTRON CORPORATION,35850 SCHNEIDER COURT,AVON,OH,44011,41.47155,-82.016797,HAZ WASTE LIQ,D010,1,group1/waste-manifests-page1311.pdf
1312,OHD066060609,CHEMTRON CORPORATION,35850 SCHNEIDER COURT,AVON,OH,44011,41.47155,-82.016797,HAZ WASTE LIQ,D010,19381,group1/waste-manifests-page1312.pdf
1313,OHD066060609,CHEMTRON CORPORATION,35850 SCHNEIDER COURT,AVON,OH,44011,41.47155,-82.016797,HAZ WASTE LIQ,D010,18909,group1/waste-manifests-page1313.pdf
1314,OHD066060609,CHEMTRON CORPORATION,35850 SCHNEIDER COURT,AVON,OH,44011,41.47155,-82.016797,HAZ WASTE LIQ,D010,18664,group1/waste-manifests-page1314.pdf
1315,OHD066060609,CHEMTRON CORPORATION,35850 SCHNEIDER COURT,AVON,OH,44011,41.47155,-82.016797,HAZ WASTE LIQ,D010,19963,group1/waste-manifests-page1315.pdf
1316,OHD066060609,CHEMTRON CORPORATION,35850 SCHNEIDER COURT,AVON,OH,44011,41.47155,-82.016797,HAZ WASTE LIQ,D010,17136,group1/waste-manifests-page1316.pdf
1317,OHD066060609,CHEMTRON CORPORATION,35850 SCHNEIDER COURT,AVON,OH,44011,41.47155,-82.016797,HAZ WASTE LIQ,D010,18655,group1/waste-manifests-page1317.pdf
1318,OHD066060609,CHEMTRON CORPORATION,35850 SCHNEIDER COURT,AVON,OH,44011,41.47155,-82.016797,HAZ WASTE LIQ,D010,16490,group1/waste-manifests-page1318.pdf
1319,OHD066060609,CHEMTRON CORPORATION,35850 SCHNEIDER COURT,AVON,OH,44011,41.47155,-82.016797,HAZ WASTE LIQ,D010,19316,group1/waste-manifests-page1319.pdf
1320,OHD066060609,CHEMTRON CORPORATION,35850 SCHNEIDER COURT,AVON,OH,44011,41.47155,-82.016797,HAZ WASTE LIQ,D010,18654,group1/waste-manifests-page1320.pdf
1321,OHD066060609,CHEMTRON CORPORATION,35850 SCHNEIDER COURT,AVON,OH,44011,41.47155,-82.016797,ENV HAZ LIQ,D010,15981,group1/waste-manifests-page1321.pdf
1322,OHD066060609,CHEMTRON CORPORATION,35850 SCHNEIDER COURT,AVON,OH,44011,41.47155,-82.016797,ENV HAZ LIQ,D010,1,group1/waste-manifests-page1322.pdf
1323,OHD066060609,CHEMTRON CORPORATION,35850 SCHNEIDER COURT,AVON,OH,44011,41.47155,-82.016797,ENV HAZ LIQ,D010,18063,group1/waste-manifests-page1323.pdf
1324,OHD066060609,CHEMTRON CORPORATION,35850 SCHNEIDER COURT,AVON,OH,44011,41.47155,-82.016797,HAZ WASTE LIQ,D010,9972,group1/waste-manifests-page1324.pdf
1325,OHD066060609,CHEMTRON CORPORATION,35850 SCHNEIDER COURT,AVON,OH,44011,41.47155,-82.016797,ENV HAZ SOLID,D010,17880,group1/waste-manifests-page1325.pdf
1326,CAD028409019,"CROSBY & OVERTON, INC.",1610 WEST 17TH STREET,LONG BEACH,CA,90813,33.788158,-118.214147,PHOTO FIXER CONTAMINATED WITH SILVER,D011,26462.58645,group1/waste-manifests-page1326.pdf
1327,MAD019371079,GENERAL CHEMICAL CORPORATION,138 LELAND STREET,FRAMINGHAM,MA,1702,42.271386,-71.400123,"ENVIRONMENTALLY HAZARDOUS SUBSTANCES, LIQUID",D011,1,group1/waste-manifests-page1327.pdf
1328,PAD085690592,REPUBLIC ENVIRONMENTAL SYSTEMS,2869 SANDSTONE DRIVE,HATFIELD,PA,19440,40.291275,-75.284436,"WASTE TOXIC LIQUIDS, ORGANIC",D011; D014; D021; D024; D036; U072; U077; U188; U190; U211,1474.6536,group1/waste-manifests-page1328.pdf
1329,NYD049253719,ASHLAND CHEMICAL CO.,3 BROAD STREET,BINGHAMTON,NY,13902,42.178364,-75.877671,SILVER LINE CYANIDE FILTERS AND CARBON,D011; F008,176.4504,group1/waste-manifests-page1329.pdf
1330,NJD002169233,SUFFERN PLATING CORPORATION,210 GARIBALDI AVENUE,LODI,NJ,7644,40.880776,-74.07515,"COPPER, NICKEL, ZINC",D001,5896.8,group1/waste-manifests-page1330.pdf
1331,NJD002169233,SUFFERN PLATING CORPORATION,210 GARIBALDI AVENUE,LODI,NJ,7644,40.880776,-74.07515,NICKEL,D001,62823.6,group1/waste-manifests-page1331.pdf
1332,NYD049253719,ASHLAND CHEMICAL CO.,3 BROAD STREET,BINGHAMTON,NY,13902,42.178364,-75.877671,MIXED CYANIDES,D011; F009,1,group1/waste-manifests-page1332.pdf
1333,CAD028409019,"CROSBY & OVERTON, INC.",1610 WEST 17TH STREET,LONG BEACH,CA,90813,33.788158,-118.214147,MIXED PESTICIDES,D013; D014; D016; D020; D027; D041,7175.83335,group1/waste-manifests-page1333.pdf
1334,MAD047075734,"GEOCHEM, INC. D/B/A JET-LINE OF LOWELL",263 HOWARD STREET,LOWELL,MA,1852,42.632857,-71.313814,PESTICIDE LIQUID,D013; D014; D016; D026; D028; U129,8164.8,group1/waste-manifests-page1334.pdf
1335,MAD047075734,"GEOCHEM, INC. D/B/A JET-LINE OF LOWELL",263 HOWARD STREET,LOWELL,MA,1852,42.632857,-71.313814,PESTICIDE LIQUID,D016; D020,9797.76,group1/waste-manifests-page1335.pdf
1336,COD980591184,ONYX ENVIRONMENTAL SERVICES,9131 E. 96TH AVENUE,HENDERSON,CO,80640,39.870758,-104.880691,HAZARDOUS SUBSTANCE LIQUID,D017; D037; F027,196,group1/waste-manifests-page1336.pdf
1337,COD980591184,ONYX ENVIRONMENTAL SERVICES,9131 E. 96TH AVENUE,HENDERSON,CO,80640,39.870758,-104.880691,HAZARDOUS SUBSTANCE LIQUID,D017; D037; F027,196,group1/waste-manifests-page1337.pdf
1338,WAD009252719,US OIL AND REFINING COMPANY,3001 MARSHALL AVENUE,TACOMA,WA,98421,47.26968,-122.416534,OIL STORAGE TANK SEDIMENTS FROM PETROLEUM REFINING OPERATIONS,D018,105099,group1/waste-manifests-page1338.pdf
1339,WAD009252719,US OIL AND REFINING COMPANY,3001 MARSHALL AVENUE,TACOMA,WA,98421,47.26968,-122.416534,CRUDE OIL STORAGE TANK SEDIMENTS FROM THE PETROLEUM REFINING OPERATIONS,D018,107466.0048,group1/waste-manifests-page1339.pdf
1340,TND007026958,"WILLIAMS REFINING & MARKETING, LLC",543 WEST MALLORY AVENUE,MEMPHIS,TN,38109,35.087279,-90.081553,SPENT ALUMINA,D018,10487,group1/waste-manifests-page1340.pdf
1341,TND007026958,"WILLIAMS REFINING & MARKETING, LLC",543 WEST MALLORY AVENUE,MEMPHIS,TN,38109,35.087279,-90.081553,SPENT ALUMINA,D018,32428,group1/waste-manifests-page1341.pdf
1342,KYD041376138,ASHLAND PETROLEUM CO.,11631 US ROUTE 23 SOUTH,CATLETTSBURG,KY,41129,38.376299,-82.605737,CUMENE CATALYST,D018,202695.696,group1/waste-manifests-page1342.pdf
1343,PAR000015768,BAYWAY REFINING COMPANY,4101 POST ROAD,TRAINER,PA,19061,39.826666,-75.404696,SPENT CATALYST,D018,49895.175,group1/waste-manifests-page1343.pdf
1344,OHD066060609,CHEMTRON CORPORATION,35850 SCHNEIDER COURT,AVON,OH,44011,41.47155,-82.016797,ENV HAZ SOLID,D018,89209,group1/waste-manifests-page1344.pdf
1345,OHD066060609,CHEMTRON CORPORATION,35850 SCHNEIDER COURT,AVON,OH,44011,41.47155,-82.016797,ENV HAZ SOLID,D018,12727,group1/waste-manifests-page1345.pdf
1346,OHD066060609,CHEMTRON CORPORATION,35850 SCHNEIDER COURT,AVON,OH,44011,41.47155,-82.016797,ENV HAZ SOLID,D018,12727,group1/waste-manifests-page1346.pdf
1347,OHD066060609,CHEMTRON CORPORATION,35850 SCHNEIDER COURT,AVON,OH,44011,41.47155,-82.016797,ENV HAZ SOLID,D018,12727,group1/waste-manifests-page1347.pdf
1348,OHD066060609,CHEMTRON CORPORATION,35850 SCHNEIDER COURT,AVON,OH,44011,41.47155,-82.016797,ENV HAZ SOLID,D018,12727,group1/waste-manifests-page1348.pdf
1349,WAD009276197,ENVIROGREEN TECHNOLOGIES,8505 SOUTH TEXAS ROAD,ANACORTES,WA,98221,48.466197,-122.566436,BENZENE,D018,47301.408,group1/waste-manifests-page1349.pdf
1350,OHD066060609,CHEMTRON CORPORATION,35850 SCHNEIDER COURT,AVON,OH,44011,41.47155,-82.016797,FLAM LIQ,D018; D022; D035; F002; F003; F005,1,group1/waste-manifests-page1350.pdf
1351,OHD004234480,AK STEEL CORPORATION,1801 CRAWFORD STREET,MIDDLETOWN,OH,45043,39.50086,-84.392373,"COKE PLANT WASTE TAR, TAR CONTAMINATED MEDIA AND PIPELINE RESIDUE",D018; D038,177808.26,group1/waste-manifests-page1351.pdf
1352,MID000724831,WAYNE DISPOSAL INC - MICHIGAN DISPOSAL WASTE TREATMENT PLANT,49350 N. I-94 SERVICE DRIVE,BELLEVILLE,MI,48111,42.219925,-83.522697,"WASTE ENVIRONMENTALLY HAZARDOUS SUBSTANCES, SOLID",D018; D039; D040; F002,427930,group1/waste-manifests-page1352.pdf
1353,OHD005057542,BP OIL COMPANY - TOLEDO REFINERY,4001 CEDAR POINT ROAD,OREGON,OH,43616,41.673559,-83.458005,WASTE OILY SLUDGE CONTAMINATED DEBRIS,D018; Dxxx; F001; F002; F003; F005; F037; F038; K048; K049; K050; K051; K169; K170; K171; K172; U154,6700,group1/waste-manifests-page1353.pdf
1354,WAD009252719,US OIL AND REFINING COMPANY,3001 MARSHALL AVENUE,TACOMA,WA,98421,47.26968,-122.416534,SLOP OIL EMULSION SOLIDS FROM PETROLEUM REFINING OPERATIONS,D018; K049,2391,group1/waste-manifests-page1354.pdf
1355,WAD009252719,US OIL AND REFINING COMPANY,3001 MARSHALL AVENUE,TACOMA,WA,98421,47.26968,-122.416534,API SEPARATOR SLUDGE FROM PETROLEUM REFINING OPERATIONS,D018; K051,20164,group1/waste-manifests-page1355.pdf
1356,TND007026958,"WILLIAMS REFINING & MARKETING, LLC",543 WEST MALLORY AVENUE,MEMPHIS,TN,38109,35.087279,-90.081553,API SEPARATOR SLUDGE,D018; K051,8795,group1/waste-manifests-page1356.pdf
1357,OHD986967214,"ISG WARREN, INC. & LTV STEEL COMPANY - WARREN WORKS COKE PLANT",2234 MAIN AVENUE SOUTH WEST,WARREN,OH,44481,41.206029,-80.814741,"SOIL AND MISCELLANEOUS SOLIDS, SLUDGES & DEBRIS",D018; K087; K143,100234.8707,group1/waste-manifests-page1357.pdf
1358,WAD009252719,US OIL AND REFINING COMPANY,3001 MARSHALL AVENUE,TACOMA,WA,98421,47.26968,-122.416534,CRUDE OIL STORAGE TANK SEDIMENTS FROM PETROLEUM REFINING OPERATIONS,D018; K169,69974,group1/waste-manifests-page1358.pdf
1359,OHD066060609,CHEMTRON CORPORATION,35850 SCHNEIDER COURT,AVON,OH,44011,41.47155,-82.016797,ENV HAZ SOLID,D026,13663,group1/waste-manifests-page1359.pdf
1360,OHD093945293,ONYX ENVIRONMENTAL SERVICES,4301 INFIRMARY ROAD,WEST CARROLLTON,OH,45449,39.683873,-84.27567,NEUTRAL SOLIDS,D027,40.824,group1/waste-manifests-page1360.pdf
1361,WID988580056,"BADGER DISPOSAL OF WI., INC.",5611 WEST HEMLOCK STREET,MILWAUKEE,WI,53223,43.16313,-87.987949,NEUTRAL SOLIDS,D030,5592.4344,group1/waste-manifests-page1361.pdf
1362,GAR000020248,CONCORD FABRICS,80 HIGHWAY 22 WEST,MILLEDGEVILLE,GA,31061,33.08745,-83.287755,PERCHLOROETHYLENE (PCE) IMPACTED SOIL,D039,33710.9946,group1/waste-manifests-page1362.pdf
1363,CANPRO,"CANPRO INVESTMENTS, LTD.",10 RIVERSIDE DRIVE,LAKEVILLE,MA,2347,41.877184,-70.922856,SOIL CONTAMINATED WITH TETRACHLOROETHYLENE,D039,151046.3025,group1/waste-manifests-page1363.pdf
1364,CAD028409019,"CROSBY & OVERTON, INC.",1610 WEST 17TH STREET,LONG BEACH,CA,90813,33.788158,-118.214147,WATER WITH SOLVENTS,D039; D040; D043,752.96355,group1/waste-manifests-page1364.pdf
1365,MAD053452637,CLEAN HARBORS INC,1 HILL AVENUE,BRAINTREE,MA,2184,42.236235,-70.974885,PERCHLOROETHYLENE FOR RECYCLING,D039; F001; F002; U210,1,group1/waste-manifests-page1365.pdf
1366,MAD047075734,"GEOCHEM, INC. D/B/A JET-LINE OF LOWELL",263 HOWARD STREET,LOWELL,MA,1852,42.632857,-71.313814,CONTAMINATED SOIL,D039; F001; F003; U002; U220,2039844.643,group1/waste-manifests-page1366.pdf
1367,NJD000564906,"NATIONAL WASTE CLEAN, INC.",304 PULASKI STREET,SOUTH PLAINFIELD,NJ,7080,40.578584,-74.416777,"WASTE TETRACHLOROETHYLENE, WASTE OIL",D039; F002,24165.9936,group1/waste-manifests-page1367.pdf
1368,NJD000564906,"NATIONAL WASTE CLEAN, INC.",304 PULASKI STREET,SOUTH PLAINFIELD,NJ,7080,40.578584,-74.416777,"WASTE TETRACHLOROETHYLENE, WASTE OIL",D039; F002,549767.736,group1/waste-manifests-page1368.pdf
1369,NJD000564906,"NATIONAL WASTE CLEAN, INC.",304 PULASKI STREET,SOUTH PLAINFIELD,NJ,7080,40.578584,-74.416777,"WASTE TETRACHLOROETHYLENE, WASTE OIL",D039; F002,119070,group1/waste-manifests-page1369.pdf
1370,NYD082785429,CHEMICAL POLLUTION CONTROL INC,120 SOUTH FOURTH STREET,BAY SHORE,NY,11706,40.762624,-73.291385,ENV. HAZ SUBST. SOLID,D039; F002,2268,group1/waste-manifests-page1370.pdf
1371,MAD053452637,CLEAN HARBORS INC,1 HILL AVENUE,BRAINTREE,MA,2184,42.236235,-70.974885,TRICHLOROETHYLENE FOR RECYCLING,D040; F001; F002; U210,1,group1/waste-manifests-page1371.pdf
1372,MDD980555189,CLEAN HARBORS INC,1910 RUSSELL STREET,BALTIMORE,MD,21230,39.272189,-76.630351,ACIDS OR ALKALINES WITH METALS,Dxxx; F001; F002; F003; F004; F005; F006; F007; F008; F009; F010; F011; F012; F019; Kxxx; Pxxx; Uxxx,1,group1/waste-manifests-page1372.pdf
1373,ILD000608471,CLEAN HARBORS INC,11800 SOUTH STONY ISLAND AVENUE,CHICAGO,IL,60617,41.678958,-87.575407,ACIDS OR ALKALINES WITH METALS AND TOXINS,Dxxx; F001; F002; F003; F004; F005; F006; F007; F008; F009; F010; F011; F012; F019; Kxxx; Pxxx; Uxxx,1,group1/waste-manifests-page1373.pdf
1374,ILD000608471,CLEAN HARBORS INC,11800 SOUTH STONY ISLAND AVENUE,CHICAGO,IL,60617,41.678958,-87.575407,ACIDS OR ALKALINES WITH METALS,Dxxx; F001; F002; F003; F004; F005; F006; F007; F008; F009; F010; F011; F012; F019; Kxxx; Pxxx; Uxxx,1,group1/waste-manifests-page1374.pdf
1375,MID000724831,WAYNE DISPOSAL INC - MICHIGAN DISPOSAL WASTE TREATMENT PLANT,49350 N. I-94 SERVICE DRIVE,BELLEVILLE,MI,48111,42.219925,-83.522697,"WASTE ENVIRONMENTALLY HAZARDOUS SUBSTANCES, SOLID",Dxxx; F001; F002; F003; F004; F005; F006; F007; F008; F009; F011; F012; F035; F037; F038; K048; K049; K051; K141; K169; U002; U028; U052; U147; U188; U239,1077258,group1/waste-manifests-page1375.pdf
1376,MDD980555189,CLEAN HARBORS INC,1910 RUSSELL STREET,BALTIMORE,MD,21230,39.272189,-76.630351,ORGANIC TOXIC SOLIDS,Dxxx; F001; F002; F003; F004; F005; F010; F027; Kxxx; Pxxx; Uxxx,1,group1/waste-manifests-page1376.pdf
1377,ILD000608471,CLEAN HARBORS INC,11800 SOUTH STONY ISLAND AVENUE,CHICAGO,IL,60617,41.678958,-87.575407,ORGANIC TOXIC LIQUIDS,Dxxx; F001; F002; F003; F004; F005; F010; F027; Kxxx; Pxxx; Uxxx,1,group1/waste-manifests-page1377.pdf
1378,ILD000608471,CLEAN HARBORS INC,11800 SOUTH STONY ISLAND AVENUE,CHICAGO,IL,60617,41.678958,-87.575407,"TOXIC SOLID, ORGANIC",Dxxx; F001; F002; F003; F004; F005; F010; F027; Kxxx; Pxxx; Uxxx,1,group1/waste-manifests-page1378.pdf
1379,ILD000608471,CLEAN HARBORS INC,11800 SOUTH STONY ISLAND AVENUE,CHICAGO,IL,60617,41.678958,-87.575407,FLAMMABLE LIQUIDS,Dxxx; F001; F002; F003; F004; F005; F027; K156; K157; K158; K159; K160; K161; Pxxx; Uxxx,1,group1/waste-manifests-page1379.pdf
1380,ILD000608471,CLEAN HARBORS INC,11800 SOUTH STONY ISLAND AVENUE,CHICAGO,IL,60617,41.678958,-87.575407,FLAMMABLE LIQUIDS,Dxxx; F001; F002; F003; F004; F005; F027; K156; K157; K158; K159; K160; K161; Pxxx; Uxxx,1,group1/waste-manifests-page1380.pdf
1381,NJD045995693,"CASIE ECOLOGY OIL SALVAGE, INC.",3209 N. MILL ROAD,VINELAND,NJ,8360,39.53402,-75.059371,BENZENE CONTAMINATED SOLIDS,Dxxx; F001; F002; F003; F004; F005; F037; F038; K048; K049; K050; K051; K052; K169; K170; K171; K172,1427600,group1/waste-manifests-page1381.pdf
1382,NJD045995693,"CASIE ECOLOGY OIL SALVAGE, INC.",3209 N. MILL ROAD,VINELAND,NJ,8360,39.53402,-75.059371,THERMALLY DESORBED REFINERY SOLIDS & CONTAMINATED SOIL,Dxxx; F001; F002; F003; F004; F005; F037; F038; K048; K049; K050; K051; K052; K169; K170; K171; K172,1481950.2,group1/waste-manifests-page1382.pdf
1383,MDD980555189,CLEAN HARBORS INC,1910 RUSSELL STREET,BALTIMORE,MD,21230,39.272189,-76.630351,FLAMMABLE SOLIDS,Dxxx; F001; F002; F003; F004; F005; K044; K045; K046; K047; K156; K157; K158; K159; K160; K161; K169; K170; K171; K172; Pxxx; Uxxx,209,group1/waste-manifests-page1383.pdf
1384,ILD000608471,CLEAN HARBORS INC,11800 SOUTH STONY ISLAND AVENUE,CHICAGO,IL,60617,41.678958,-87.575407,FLAMMABLE SOLIDS,Dxxx; F001; F002; F003; F004; F005; K044; K045; K046; K047; K156; K157; K158; K159; K160; K161; Pxxx; Uxxx,1,group1/waste-manifests-page1384.pdf
1385,MDD980555189,CLEAN HARBORS INC,1910 RUSSELL STREET,BALTIMORE,MD,21230,39.272189,-76.630351,FLAMMABLE LIQUIDS,Dxxx; F001; F002; F003; F004; F005; K140; K156; K157; K158; K159; K160; K161; K169; K170; K171; K172; P003; P005; P008; P016; P017; P022; P023; P027; P028; P064; P068; P081; P082; P084; P101; P102; Uxxx,1,group1/waste-manifests-page1385.pdf
1386,MDD980555189,CLEAN HARBORS INC,1910 RUSSELL STREET,BALTIMORE,MD,21230,39.272189,-76.630351,FLAMMABLE LIQUIDS WITH CORROSIVES,Dxxx; F001; F002; F003; F004; F005; K140; K156; K157; K158; K159; K160; K161; K169; K170; K171; K172; Pxxx; Uxxx,1,group1/waste-manifests-page1386.pdf
1387,NYD082785429,CHEMICAL POLLUTION CONTROL INC,120 SOUTH FOURTH STREET,BAY SHORE,NY,11706,40.762624,-73.291385,FLAMMABLE LIQUID,Dxxx; F001; F002; F003; F005; U001; U002; U019; U031; U056; U112; U122; U154; U162; U220; U239,22868.6976,group1/waste-manifests-page1387.pdf
1388,OHD980897656,CHEMICAL SOLVENTS INC,1010 DENISON ROAD,CLEVELAND,OH,44109,41.451791,-81.689602,SOLIDS AND DEBRIS,Dxxx; F001; F002; F003; F005; U002; U057; U080; U112; U154; U159; U210; U213; U220; U223,13206.564,group1/waste-manifests-page1388.pdf
1389,OHD066060609,CHEMTRON CORPORATION,35850 SCHNEIDER COURT,AVON,OH,44011,41.47155,-82.016797,FLAM LIQ,Dxxx; F001; F002; F003; F005; U008; U121,1,group1/waste-manifests-page1389.pdf
1390,OHD066060609,CHEMTRON CORPORATION,35850 SCHNEIDER COURT,AVON,OH,44011,41.47155,-82.016797,FLAM LIQ,Dxxx; F001; F002; F003; F005; U037; U071; U124; U125; U169; U201,1,group1/waste-manifests-page1390.pdf
1391,MID060975844,"EQ RESOURCE RECOVERY, INC.",36345 VAN BORN ROAD,ROMULUS,MI,48174,42.266424,-83.396165,LEAN WATERS,Dxxx; F001; F002; F005,1,group1/waste-manifests-page1391.pdf
1392,MID060975844,"EQ RESOURCE RECOVERY, INC.",36345 VAN BORN ROAD,ROMULUS,MI,48174,42.266424,-83.396165,LEAN WATERS - HIGH HEAT VALUE (E),Dxxx; F001; F002; F005,1,group1/waste-manifests-page1392.pdf
